"tract","Name","Teenage_Birth_Rate_women_only_rP_gF_pall"
24045010606,"Parsonsburg, MD",0.1836
20041084400,"Abilene, KS",0.1836
41035970400,"Bonanza, OR",0.1835
26075006100,"Michigan Center, MI",0.1835
45007010600,"Pendleton, SC",0.1835
32031002204,"Reno, NV",0.1835
26121003500,"Whitehall, MI",0.1835
30029001100,"Kalispell, MT",0.1835
29099700207,"House Springs, MO",0.1835
51087200303,"Richmond, VA",0.1835
24031700832,"Germantown, MD",0.1835
6059087401,"Anaheim Colony Historic District, Anaheim, CA",0.1835
24005404502,"Reisterstown, MD",0.1835
12089050303,"Fernandina Beach, FL",0.1835
54003971400,"Martinsburg, WV",0.1835
42081010600,"Hughesville, PA",0.1835
26163594000,"Trenton, MI",0.1835
39017014900,"Hamilton, OH",0.1835
6073010011,"Otay Mesa West, San Diego, CA",0.1835
20091053712,"Gardner, KS",0.1834
6059001801,"Fullerton, CA",0.1834
36047051400,"Kings County, NY",0.1834
41051007202,"East Columbia, Portland, OR",0.1834
6071010023,"Hesperia, CA",0.1834
27047180900,"Albert Lea, MN",0.1834
6071000823,"Upland, CA",0.1834
55105002500,"Beloit, WI",0.1834
12021010507,"Naples, FL",0.1834
39135440100,"West Alexandria, OH",0.1834
10003014907,"Bear, DE",0.1834
20155001700,"Arlington, KS",0.1834
48005000901,"Lufkin, TX",0.1834
51197050200,"Wytheville, VA",0.1834
12105010601,"Cleveland Heights, Lakeland, FL",0.1834
41053020500,"Dallas, OR",0.1834
12086000807,"Hialeah, FL",0.1834
20061000600,"Camp Forsyth, Fort Riley, KS",0.1834
27035951100,"Brainerd, MN",0.1834
48029161400,"Southside, San Antonio, TX",0.1834
6067007207,"Rio Linda, CA",0.1834
13101880200,"Lake Park, GA",0.1834
55071005400,"Two Rivers, WI",0.1834
12089050102,"Fernandina Beach, FL",0.1834
36103122801,"Deer Park, NY",0.1834
32003005357,"Henderson, NV",0.1834
28033070710,"Olive Branch, MS",0.1834
20013480800,"Hiawatha, KS",0.1834
6065040901,"La Sierra, Riverside, CA",0.1834
46099000201,"Sioux Falls, SD",0.1833
6037551502,"Downey, CA",0.1833
18043070802,"New Albany, IN",0.1833
18091041500,"Michigan City, IN",0.1833
9003510700,"East Hartford, CT",0.1833
48029131615,"Northeast Side, San Antonio, TX",0.1833
1097005700,"Saraland, AL",0.1833
32003005102,"Green Valley North, Henderson, NV",0.1833
12103025007,"Seminole, FL",0.1833
18183050100,"Churubusco, IN",0.1833
6037431001,"Monrovia, CA",0.1833
6037293302,"Harbor City, Los Angeles, CA",0.1833
6073018611,"Morro Hills, Oceanside, CA",0.1833
37119006104,"Oakdale South, Charlotte, NC",0.1833
10003015100,"Wilmington Manor, DE",0.1833
40109106909,"Central Oklahoma City, Oklahoma City, OK",0.1833
8041005105,"Colorado Springs, CO",0.1833
36017970601,"Norwich, NY",0.1833
53027000200,"Ocean Shores, WA",0.1833
10001040700,"Dover, DE",0.1833
21017030200,"Paris, KY",0.1833
39061021508,"Cincinnati, OH",0.1833
18051050402,"Princeton, IN",0.1833
21209040501,"Stamping Ground, KY",0.1833
12011010701,"Pompano Beach, FL",0.1833
12086001602,"Hialeah, FL",0.1833
48201313900,"Astrodome, Houston, TX",0.1832
18183050300,"South Whitley, IN",0.1832
13311950202,"Cleveland, GA",0.1832
8001009323,"Northglenn, CO",0.1832
12086004404,"Flamingo / Lummus, Miami Beach, FL",0.1832
49049010304,"Spanish Fork, UT",0.1832
6001438201,"Tennyson - Alquire, Hayward, CA",0.1832
36005006400,"Bronx County, NY",0.1832
48029180901,"North Central, San Antonio, TX",0.1832
36043011100,"Herkimer, NY",0.1832
31079000400,"Grand Island, NE",0.1832
47009011402,"Walland, TN",0.1832
13059002200,"Athens, GA",0.1832
53025010200,"Moses Lake, WA",0.1832
51059450200,"Falls Church, VA",0.1832
24043010700,"Hancock, MD",0.1832
48167720700,"League City, TX",0.1832
36023970600,"Cortland, NY",0.1832
26045021100,"Olivet, MI",0.1832
47113001606,"Jackson, TN",0.1832
32001950302,"Fallon, NV",0.1832
6089012200,"Cottonwood, CA",0.1831
6037552001,"Norwalk, CA",0.1831
32031003510,"Sparks, NV",0.1831
17125956800,"Mason City, IL",0.1831
40153953200,"Woodward, OK",0.1831
48201555401,"Tomball, TX",0.1831
36047102600,"Kings County, NY",0.1831
12005000806,"East Bay Park, Panama City, FL",0.1831
39133600704,"Ravenna, OH",0.1831
26163555400,"Redford Charter Township, MI",0.1831
42071013202,"Lancaster, PA",0.1831
39077916600,"New London, OH",0.1831
12127090701,"DeLand, FL",0.1831
39167020102,"Belpre, OH",0.1831
39157021100,"Dover, OH",0.1831
26023950200,"Union City, MI",0.1831
37063002015,"Durham, NC",0.1831
12095016402,"Orlando, FL",0.1831
12057013915,"Riverview, FL",0.1831
36073040200,"Medina, NY",0.1831
6029003700,"Bakersfield, CA",0.1831
47001021302,"Powell, TN",0.1831
29131962600,"Eldon, MO",0.1831
42021000500,"Johnstown, PA",0.1831
12011091902,"Parkside, Hollywood, FL",0.1831
30049001202,"Helena, MT",0.1831
34007608210,"Camden County, NJ",0.1831
28075010302,"Collinsville, MS",0.1831
1083020600,"Athens, AL",0.1831
2020002303,"Sand Lake, Anchorage, AK",0.183
12011020209,"Margate, FL",0.183
24005420800,"Dundalk, MD",0.183
51143011300,"Danville, VA",0.183
18127051008,"Valparaiso, IN",0.183
49021110702,"Cedar City, UT",0.183
1133965501,"Addison, AL",0.183
42079200800,"Wilkes-Barre, PA",0.183
41011000900,"Coquille, OR",0.183
47015960300,"Woodbury, TN",0.183
34009021001,"Cape May County, NJ",0.183
8041000800,"East Colorado Springs, Colorado Springs, CO",0.183
17011965300,"Princeton, IL",0.183
56017967800,"Thermopolis, WY",0.183
12127090101,"Pierson, FL",0.183
48439113206,"Fort Worth, TX",0.183
37147001302,"Winterville, NC",0.183
48439114008,"Fort Worth, TX",0.183
41053020302,"Independence, OR",0.183
47185935400,"Sparta, TN",0.183
18091042700,"La Porte, IN",0.183
53077003100,"Selah, WA",0.183
36029001100,"Seneca, Buffalo, NY",0.183
30067000200,"Livingston, MT",0.183
29083950600,"Clinton, MO",0.183
1059973300,"Russellville, AL",0.1829
4013092308,"Glendale, AZ",0.1829
21123960101,"New Haven, KY",0.1829
21159950200,"Debord, KY",0.1829
1103005200,"Hartselle, AL",0.1829
34001011500,"Mays Landing, Hamilton Township, NJ",0.1829
40109108302,"Northeast Oklahoma City, Oklahoma City, OK",0.1829
39147963300,"Tiffin, OH",0.1829
4013104227,"Peoria Ave Citizen's Group, Glendale, AZ",0.1829
29189216700,"Richmond Heights, MO",0.1829
1043965200,"Cullman, AL",0.1829
13215010201,"Columbus, GA",0.1829
48453001842,"Manor, TX",0.1829
16069960300,"Lewiston, ID",0.1829
48201540800,"Chimney Hill, Houston, TX",0.1829
4013217900,"Old Town Scottsdale, Scottsdale, AZ",0.1829
24005492102,"Parkville, MD",0.1829
51013102801,"Columbia Forest, Arlington, VA",0.1829
33011001300,"Corey Square, Manchester, NH",0.1829
6023000400,"Eureka, CA",0.1829
53071920701,"Walla Walla, WA",0.1828
21179930400,"Bardstown, KY",0.1828
48479001713,"Village Heights, Laredo, TX",0.1828
39023003101,"Enon, OH",0.1828
32003002811,"Las Vegas, NV",0.1828
4019004068,"El G.H.E.K.O., Tucson, AZ",0.1828
12053041402,"Spring Hill, FL",0.1828
39111966600,"Clarington, OH",0.1828
48367140501,"Weatherford, TX",0.1828
40027202205,"South Oklahoma City, Oklahoma City, OK",0.1828
33015063002,"Seabrook, NH",0.1828
47157003100,"East Memphis, Memphis, TN",0.1828
30063001000,"Franklin to the Fort, Missoula, MT",0.1828
21029020102,"Mount Washington, KY",0.1828
53057952600,"Mount Vernon, WA",0.1828
29125880300,"Dixon, MO",0.1828
8041005106,"Colorado Springs, CO",0.1828
26125171200,"Oak Park, MI",0.1828
37099950300,"Sylva, NC",0.1828
36047079400,"Kings County, NY",0.1828
45007001000,"Anderson, SC",0.1828
48029181705,"Far West Side, San Antonio, TX",0.1828
23029955100,"Talmadge, ME",0.1828
55041950200,"Laona, WI",0.1828
6059075100,"Washington Square, Santa Ana, CA",0.1828
26081014704,"Pine Rest, Grand Rapids, MI",0.1828
51155210202,"Pulaski, VA",0.1827
34003023100,"Hackensack, NJ",0.1827
22009030700,"Cottonport, LA",0.1827
36029005700,"Riverside, Buffalo, NY",0.1827
24033803527,"Upper Marlboro, MD",0.1827
39149972300,"Houston, OH",0.1827
53033027000,"Highline, Seattle, WA",0.1827
29187950800,"Farmington, MO",0.1827
6103000200,"Cottonwood, CA",0.1827
12127090304,"Fern Park, DeLand, FL",0.1827
29031880600,"Cape Girardeau, MO",0.1827
48113018801,"Garland, TX",0.1827
47149042000,"Murfreesboro, TN",0.1827
37063001708,"Northeast Durham, Durham, NC",0.1827
12057013322,"Random Oaks, Riverview, FL",0.1827
41013950300,"Prineville, OR",0.1827
29077001200,"Seminole Holland, Springfield, MO",0.1827
30111000500,"Billings, MT",0.1827
6037183610,"Highland Park, Los Angeles, CA",0.1827
53033029203,"Kent, WA",0.1827
39161020300,"Ohio City, OH",0.1827
40017301003,"Southwest Oklahoma City, Yukon, OK",0.1826
36117021200,"Newark, NY",0.1826
51041100933,"Midlothian, VA",0.1826
39045030900,"Carroll, OH",0.1826
26125135000,"Wixom, MI",0.1826
36081012000,"Queens County, NY",0.1826
34025807900,"Neptune City, NJ",0.1826
8099000600,"Holly, CO",0.1826
51810045406,"Virginia Beach, VA",0.1826
36059414201,"Freeport, NY",0.1826
22069000300,"Natchitoches, LA",0.1826
54091964800,"Grafton, WV",0.1826
48085030408,"Frisco, TX",0.1826
42051260500,"Normalville, PA",0.1826
17031828701,"Glenwood, IL",0.1826
18025952000,"Taswell, IN",0.1826
37035011701,"Newton, NC",0.1826
32003002833,"Silverado Ranch, Las Vegas, NV",0.1826
37167930801,"Locust, NC",0.1826
51005070100,"Clifton Forge, VA",0.1826
26129950100,"Rose City, MI",0.1826
47093000100,"Downtown, Knoxville, TN",0.1826
8031002901,"Washington Park West, Denver, CO",0.1826
42069101300,"Scranton, PA",0.1826
40143007617,"Burning Tree, Tulsa, OK",0.1826
37085071204,"Spring Lake, NC",0.1826
12105011908,"Lakeland, FL",0.1826
15001021902,"Honokaa, HI",0.1826
17031063000,"Lake View, Chicago, IL",0.1826
6065046403,"Lake Elsinore, CA",0.1826
22079013500,"Forest Hill, LA",0.1826
38015010800,"Bismarck, ND",0.1825
17197883804,"Crete, IL",0.1825
37119006010,"Coulwood East, Charlotte, NC",0.1825
26145012500,"Oakley, MI",0.1825
6077005307,"Tracy, CA",0.1825
40109109004,"Harrah, OK",0.1825
8041003306,"Rock Creek, Colorado Springs, CO",0.1825
51101950102,"Aylett, VA",0.1825
45079011301,"Columbia, SC",0.1825
29101960100,"Centerview, MO",0.1825
1073002306,"Crestwood South, Birmingham, AL",0.1825
27053021502,"New Hope, MN",0.1825
6019006300,"Reedley, CA",0.1825
4013816400,"Seville, Gilbert, AZ",0.1824
39095005801,"Whitmer-Trilby, Toledo, OH",0.1824
18167010100,"Terre Haute, IN",0.1824
51195931300,"Big Stone Gap, VA",0.1824
13139000203,"Clermont, GA",0.1824
17197880420,"Plainfield, IL",0.1824
6029005801,"Rosamond, CA",0.1824
12071001706,"Fort Myers, FL",0.1824
54067950400,"Craigsville, WV",0.1824
6037570701,"Lakewood Mutual, Lakewood, CA",0.1824
36005042300,"Bronx County, NY",0.1824
6037900505,"Lancaster, CA",0.1824
36109000100,"Ithaca, NY",0.1824
48439123300,"Fort Worth, TX",0.1824
36081039900,"Queens County, NY",0.1824
12117021613,"Altamonte Springs, FL",0.1824
42101034900,"Holmesburg, Philadelphia, PA",0.1824
48303002001,"Wheelock and Monterey, Lubbock, TX",0.1824
6059086702,"Northwest Anaheim, Anaheim, CA",0.1824
6099003201,"Patterson, CA",0.1824
53005010300,"Richland, WA",0.1824
37151031400,"Randleman, NC",0.1824
6053013500,"Seaside, CA",0.1824
36075020901,"Phoenix, NY",0.1824
41047000600,"Northeast Neighbors, Salem, OR",0.1823
20111000800,"Hartford, KS",0.1823
40031002403,"Lawton, OK",0.1823
34009021803,"Villas, NJ",0.1823
16027022400,"Nampa, ID",0.1823
4025001900,"Prescott Valley, AZ",0.1823
42003262000,"Spring Hill City View, Pittsburgh, PA",0.1823
32003005101,"Whitney Ranch, Henderson, NV",0.1823
8029964700,"Eckert, Orchard City, CO",0.1823
35001001102,"Southeast Heights, Albuquerque, NM",0.1823
38089963600,"Dickinson, ND",0.1823
55079100500,"West Allis, WI",0.1823
6037551202,"Downey, CA",0.1823
17031051300,"North Center, Chicago, IL",0.1823
32003003250,"Summerlin, Las Vegas, NV",0.1823
48491020114,"Georgetown, TX",0.1823
37089930900,"Hendersonville, NC",0.1823
21111011517,"Louisville, KY",0.1823
42085030300,"Hermitage, PA",0.1822
8087000200,"Wiggins, CO",0.1822
19163012501,"Davenport, IA",0.1822
32031001201,"Reno, NV",0.1822
16019971000,"Idaho Falls, ID",0.1822
6001405901,"Rancho San Antonio, Oakland, CA",0.1822
6037209520,"Central LA, Los Angeles, CA",0.1822
51113930200,"Madison, VA",0.1822
12127083007,"Florida Shores, Edgewater, FL",0.1822
20091052102,"Shawnee, KS",0.1822
18141011602,"Osceola, IN",0.1822
37021002606,"Asheville, NC",0.1822
15007040300,"Kapaa, HI",0.1822
36103110902,"Huntington, NY",0.1822
19171290600,"Tama, IA",0.1822
51065020101,"Troy, VA",0.1822
16027021903,"Middleton, ID",0.1822
16015950200,"Placerville, ID",0.1822
45051080200,"Galivants Ferry, SC",0.1822
40109106910,"Central Oklahoma City, Bethany, OK",0.1822
12081001000,"Bradenton, FL",0.1822
47053966100,"Kenton, TN",0.1822
26099268400,"Warren, MI",0.1822
13135050532,"Lawrenceville, GA",0.1822
5125010406,"East End, AR",0.1822
53011041203,"Oakbrook, Vancouver, WA",0.1822
19073080100,"Grand Junction, IA",0.1822
17197881500,"Joliet, IL",0.1822
37191001101,"Goldsboro, NC",0.1822
48121020306,"Roanoke, TX",0.1822
48081950100,"Bronte, TX",0.1822
6037131300,"Reseda, Los Angeles, CA",0.1822
48439113607,"Bedford, TX",0.1822
32510000800,"Carson City, NV",0.1822
26097950200,"Mackinac County, MI",0.1821
18127050508,"Portage, IN",0.1821
54099020500,"Wayne, WV",0.1821
54051020200,"Moundsville, WV",0.1821
18051050401,"Patoka, IN",0.1821
4013104301,"North Mountain Village, Phoenix, AZ",0.1821
42095014500,"South Side, Easton, PA",0.1821
6031000601,"Hanford, CA",0.1821
26115830100,"Berlin Charter Township, MI",0.1821
37183053420,"Sunset Hills, Apex, NC",0.1821
40143008600,"Tulsa, OK",0.1821
9003405402,"Bristol, CT",0.1821
26163583300,"Taylor, MI",0.1821
39173022200,"Fostoria, OH",0.1821
8001008402,"Strasburg, CO",0.1821
40027202500,"Noble, OK",0.182
53073000600,"Central Business District, Bellingham, WA",0.182
21171930100,"Tompkinsville, KY",0.182
36075021101,"Fulton, NY",0.182
22103040706,"Pearl River, LA",0.182
20197483200,"Eskridge, KS",0.182
48485013401,"Sheppard Air Force Base, TX",0.182
6075060100,"Presidio, San Francisco, CA",0.182
55123960200,"La Farge, WI",0.182
48141010317,"East Glen, El Paso, TX",0.182
48201343100,"Fairmont Park West, La Porte, TX",0.182
47037015609,"Hermitage, Nashville, TN",0.182
13257970100,"Toccoa, GA",0.182
6037576802,"Eastside, Long Beach, CA",0.182
37111970600,"Marion, NC",0.182
26077001802,"Milwood, Kalamazoo, MI",0.182
12009071100,"Mims, FL",0.182
26101000700,"Manistee, MI",0.182
24031701900,"Takoma Park, MD",0.182
12053040906,"Spring Hill, FL",0.182
51099040200,"King George, VA",0.182
20185470700,"Saint John, KS",0.182
48121020402,"Denton, TX",0.182
40021978100,"Tahlequah, OK",0.1819
18101950200,"Loogootee, IN",0.1819
42101021000,"Manayunk, Philadelphia, PA",0.1819
17031030604,"Edgewater Beach, Chicago, IL",0.1819
6037185203,"Northeast Los Angeles, Los Angeles, CA",0.1819
51023040100,"Eagle Rock, VA",0.1819
6065043010,"Lake Elsinore, CA",0.1819
16031950300,"Burley, ID",0.1819
36011040500,"Cayuga County, NY",0.1819
12113010300,"Pace, FL",0.1819
53033007401,"Capitol Hill, Seattle, WA",0.1819
21097950300,"Cynthiana, KY",0.1819
48085031315,"Wylie, TX",0.1819
12091021502,"Shalimar, FL",0.1819
6079012401,"Nipomo, CA",0.1819
6085503336,"Brigadoon, San Jose, CA",0.1819
17179021802,"Manito, IL",0.1819
18017951800,"Logansport, IN",0.1819
17031815200,"Berwyn, IL",0.1819
51710006902,"Norfolk, VA",0.1818
1103005101,"Decatur, AL",0.1818
6085503122,"San Jose, CA",0.1818
36007000100,"Binghamton, NY",0.1818
22011960500,"DeRidder, LA",0.1818
26021020200,"Buchanan, MI",0.1818
39063001200,"Arlington, OH",0.1818
42081010300,"Jersey Shore, PA",0.1818
4015953000,"Lake Havasu City, AZ",0.1818
42101031101,"Oxford Circle/ Castor, Philadelphia, PA",0.1818
51179010403,"Fredericksburg, VA",0.1818
53063011800,"Veradale, Spokane Valley, WA",0.1818
47179061800,"Jonesborough, TN",0.1818
8045952002,"Rifle, CO",0.1818
13039010402,"Saint Marys, GA",0.1818
40143009007,"Tulsa, OK",0.1817
17049950300,"Altamont, IL",0.1817
8101000904,"Belmont, Pueblo, CO",0.1817
19173180100,"Lenox, IA",0.1817
12017451700,"Homosassa, FL",0.1817
40027202201,"Moore, OK",0.1817
37051000600,"Terry Sanford, Fayetteville, NC",0.1817
20057961800,"Dodge City, KS",0.1817
12103028004,"Saint Pete Beach, FL",0.1817
29207470400,"Bloomfield, MO",0.1817
12115000503,"Bellevue Terrace, Sarasota, FL",0.1817
48355005408,"South Side, Corpus Christi, TX",0.1816
29095014005,"Oak Grove, MO",0.1816
6077003601,"Stockton, CA",0.1816
48201420200,"Southwest Houston, Houston, TX",0.1816
6037269602,"Central LA, Los Angeles, CA",0.1816
48121020700,"Denton, TX",0.1816
1003011601,"Elberta, AL",0.1816
31055003402,"Southeast Omaha, Omaha, NE",0.1816
39095000300,"Five Points, Toledo, OH",0.1816
53077001702,"Moxee, WA",0.1816
4013218100,"Old Town Scottsdale, Scottsdale, AZ",0.1816
45045001810,"Greenville, SC",0.1816
6053001400,"Salinas, CA",0.1816
4013218000,"Melrose Village, Scottsdale, AZ",0.1816
37013930501,"Washington, NC",0.1816
36047007400,"Kings County, NY",0.1816
37031970304,"Beaufort, NC",0.1816
53017950300,"East Wenatchee, WA",0.1816
6071001104,"Ontario, CA",0.1816
40141070200,"Tipton, OK",0.1815
17001000201,"Quincy, IL",0.1815
18097330209,"Indianapolis, IN",0.1815
35049010311,"Edgewood, NM",0.1815
17095000300,"Galesburg, IL",0.1815
36101960800,"Hornell, NY",0.1815
5009790600,"Harrison, AR",0.1815
18081611200,"Franklin, IN",0.1815
48237950500,"Jacksboro, TX",0.1815
54055001400,"Princeton, WV",0.1815
32003002919,"Las Vegas, NV",0.1815
25009251800,"Lawrence, MA",0.1815
21145031500,"Kevil, KY",0.1815
36063022000,"Niagara Falls, NY",0.1815
12009071500,"Crestview, Cocoa, FL",0.1815
4019004413,"Tucson, AZ",0.1815
48121021741,"Lewisville, TX",0.1815
17027900500,"Centralia, IL",0.1814
56021001502,"Cheyenne, WY",0.1814
26165380500,"Cadillac, MI",0.1814
4015952002,"Mohave Valley, AZ",0.1814
1089011200,"Huntsville, AL",0.1814
18149954100,"North Judson, IN",0.1814
6037552900,"Norwalk, CA",0.1814
18095002000,"Anderson, IN",0.1814
42045402800,"Sharon Hill, PA",0.1814
12086009021,"Miami, FL",0.1814
31131966900,"Nebraska City, NE",0.1814
29510102500,"Boulevard Heights, St. Louis, MO",0.1814
51089011300,"Bassett, VA",0.1814
15003008617,"Ewa, Ewa Beach, HI",0.1814
6037573401,"Signal Hill, CA",0.1814
4019004011,"Dietz, Tucson, AZ",0.1814
12101031014,"Embassy Hills, Port Richey, FL",0.1814
12086004405,"Flamingo / Lummus, Miami Beach, FL",0.1814
48135001700,"Odessa, TX",0.1814
39109345000,"West Milton, OH",0.1814
45045003705,"Greenville, SC",0.1813
32031003305,"Incline Village, NV",0.1813
54067950300,"Swiss, WV",0.1813
6065042623,"Moreno Valley, CA",0.1813
4013217600,"South Scottsdale, Scottsdale, AZ",0.1813
25005651400,"New Bedford, MA",0.1813
41019050002,"Sutherlin, OR",0.1813
18049953000,"Rochester, IN",0.1813
17073030202,"Cambridge, IL",0.1813
47189030901,"Mount Juliet, TN",0.1813
10003016000,"New Castle, DE",0.1813
39077916400,"Willard, OH",0.1813
6067007503,"Willow Rock Estates, Sacramento, CA",0.1813
37139960702,"Elizabeth City, NC",0.1813
2020002712,"Bayshore / Klatt, Anchorage, AK",0.1812
31067965200,"Wymore, NE",0.1812
39067975600,"Jewett, OH",0.1812
51073100500,"Gloucester County, VA",0.1812
48491020319,"Block House Creek, Leander, TX",0.1812
49035101600,"Central City, Salt Lake City, UT",0.1812
26125127700,"Clarkston, MI",0.1812
48209010702,"San Marcos, TX",0.1812
36081053500,"Queens County, NY",0.1812
36047010000,"Kings County, NY",0.1812
26039960300,"Grayling, MI",0.1812
12081001404,"Bradenton, FL",0.1812
46007941200,"Allen, SD",0.1812
4015953200,"Lake Havasu City, AZ",0.1812
19163012000,"Davenport, IA",0.1812
18019050703,"Sellersburg, IN",0.1812
4015953800,"Kingman, AZ",0.1811
48439111012,"Meadowcreek, Fort Worth, TX",0.1811
48265960700,"Kerrville, TX",0.1811
13185011500,"Valdosta, GA",0.1811
17031242300,"Ukrainian Village, Chicago, IL",0.1811
34007607801,"Lindenwold, NJ",0.1811
49035112610,"Sandy, UT",0.1811
18005011500,"Columbus, IN",0.1811
6055201007,"American Canyon, CA",0.1811
21029020202,"Mount Washington, KY",0.1811
55079009500,"Washington Heights, Milwaukee, WI",0.1811
12086009017,"Miami, FL",0.1811
19001960300,"Greenfield, IA",0.1811
6065044520,"Thousand Palms, CA",0.1811
18109510100,"Mooresville, IN",0.1811
17081050700,"Mount Vernon, IL",0.1811
23025966600,"Skowhegan, Skowhegan, ME",0.1811
48245010400,"Groves, TX",0.1811
37183054210,"Villages Of Rolesville, Rolesville, NC",0.1811
55063001000,"La Crosse, WI",0.181
