"tract","Name","Fraction_Non-White_in_2010"
48439104604,"Mitchell Boulevard, Fort Worth, TX",0.9714
6037533806,"Bell, CA",0.9709
4023966302,"Nogales, AZ",0.9693
36005026500,"Bronx County, NY",0.9685
36055006600,"Genesee-Jefferson, Rochester, NY",0.9685
47157022111,"Whitehaven, Memphis, TN",0.9676
15003940002,"Waianae, HI",0.967
48245000700,"Beaumont, TX",0.9664
47157010620,"Parkway Village, Memphis, TN",0.966
48201312900,"MacGregor, Houston, TX",0.966
6037703200,"View Park, View Park-Windsor Hills, CA",0.965
13121004200,"West End, Atlanta, GA",0.9647
17031836700,"East Garfield Park, Chicago, IL",0.9625
12086000707,"Hialeah, FL",0.961
6037231100,"South Los Angeles, Los Angeles, CA",0.96
6037206010,"Central LA, Los Angeles, CA",0.9597
26163511900,"North End, Detroit, MI",0.959
13121010304,"Cliftondale, Atlanta, GA",0.959
12086009309,"Hialeah, FL",0.9588
12086011300,"Homestead, FL",0.9579
18089012300,"Gary, IN",0.9556
34039034600,"Linden, NJ",0.955
36061016200,"Upper Manhattan, New York, NY",0.9546
26163546600,"Franklin Park, Detroit, MI",0.9535
26163503600,"Osborn, Detroit, MI",0.952
48355001801,"Central City, Corpus Christi, TX",0.9514
48113012100,"Riverway Estates/Bruton Terrace, Dallas, TX",0.9499
6059089001,"Riverview West, Santa Ana, CA",0.9484
36005041800,"Bronx County, NY",0.9483
17031230400,"Humboldt Park, Chicago, IL",0.9483
13121006400,"Chosewood Park, Atlanta, GA",0.948
39035108701,"Central, Cleveland, OH",0.9458
48113009802,"Northwest Dallas, Dallas, TX",0.9445
9001074300,"East End, Bridgeport, CT",0.9428
17031816900,"Bellwood, IL",0.9414
17097862800,"North Chicago, IL",0.9412
12086009015,"Miami, FL",0.941
6037127520,"Van Nuys, Los Angeles, CA",0.9379
6071003611,"Colton, CA",0.9377
48201333500,"Glenbrook Valley, Houston, TX",0.9377
36005028300,"Bronx County, NY",0.9327
48163950200,"Pearsall, TX",0.9311
25025080401,"Roxbury, Boston, MA",0.9262
29510105400,"West End, St. Louis, MO",0.9258
48141003402,"Valley View Heights, El Paso, TX",0.9236
1101003200,"Montgomery, AL",0.9233
22017022500,"Caddo Heights, South Highlands, Shreveport, LA",0.9181
36047098800,"Kings County, NY",0.9181
12086017100,"Miami, FL",0.9175
6059088903,"Garden Grove, CA",0.9132
48423000400,"Downtown, Tyler, TX",0.9131
6037221401,"Jefferson, Los Angeles, CA",0.9125
39035152701,"Euclid, OH",0.9096
5035030102,"West Memphis, AR",0.9084
6037408401,"La Puente, CA",0.9056
39095001500,"Ottawa, Toledo, OH",0.9055
9003500400,"Sheldon Charter Oak, Hartford, CT",0.9046
48439123100,"Historic Southside, Fort Worth, TX",0.9031
17031580400,"Brighton Park, Chicago, IL",0.9014
22033003505,"Baton Rouge, LA",0.9013
39035193800,"North Randall, OH",0.9007
36061022500,"Harlem, New York, NY",0.8938
6001436602,"Jackson Triangle, Hayward, CA",0.8893
4013110001,"Maryvale Village, Phoenix, AZ",0.8881
22073001400,"Monroe, LA",0.8879
24033801311,"Clinton, MD",0.8878
15003008925,"Waipahu, HI",0.8877
24510200800,"Irvington, Baltimore, MD",0.8874
36061017401,"East Harlem, New York, NY",0.8859
4013113802,"Phoenix, AZ",0.8824
42101002100,"Point Breeze, Philadelphia, PA",0.8821
6065042520,"Moreno Valley, CA",0.8773
6037402703,"Westmont, Pomona, CA",0.8771
13089022008,"Clarkston, GA",0.8754
6037603400,"Gardena, CA",0.8736
6001437102,"Glen Eden, Hayward, CA",0.8727
12086008418,"Miami, FL",0.8702
13245010708,"South Augusta, Hephzibah, GA",0.8677
9003473800,"Windsor, CT",0.8654
22119031900,"Minden, LA",0.8634
22097961300,"Opelousas, LA",0.8632
48439111103,"Forest Hill, TX",0.8616
35025000300,"Hobbs, NM",0.8606
32003004710,"Las Vegas, NV",0.8581
6037431100,"Monrovia, CA",0.8577
39099800400,"Landsdowne, Youngstown, OH",0.8559
13215010607,"Columbus, GA",0.8553
42003210700,"Manchester, Pittsburgh, PA",0.8446
18089030600,"East Chicago, IN",0.8413
36005036000,"Bronx County, NY",0.8374
48453000801,"East Austin, Austin, TX",0.8338
36047079801,"Kings County, NY",0.8311
29095013208,"Crossgates, Kansas City, MO",0.8304
48201454200,"Houston, TX",0.8273
9009142500,"Fair Haven, New Haven, CT",0.8263
22033004205,"Baker, LA",0.8252
6071002705,"Rialto, CA",0.8248
48355000800,"Central City, Corpus Christi, TX",0.8244
6037408505,"Hacienda Heights, CA",0.8244
36005022401,"Bronx County, NY",0.822
5069001502,"Pine Bluff, AR",0.8213
48141003403,"Cielo Vista South, El Paso, TX",0.8195
13135050526,"Lawrenceville, GA",0.8117
48201432500,"Westside, Houston, TX",0.8092
48245006500,"Port Arthur, TX",0.8085
6095250701,"Vallejo, CA",0.8065
55079015900,"Clarke Square, Milwaukee, WI",0.8062
48029180604,"Inner West Side, San Antonio, TX",0.8041
6059087503,"Anaheim Resort, Anaheim, CA",0.8027
6071007603,"Cypress, Highland, CA",0.7985
17089854100,"Aurora, IL",0.7958
6067004602,"Sacramento, CA",0.7946
5093010100,"Blytheville, AR",0.7943
13135050433,"Tucker, GA",0.7918
18097360404,"Indianapolis, IN",0.7917
8023972700,"San Luis, CO",0.7902
12011010307,"Deerfield Beach, FL",0.7851
36087011301,"Nanuet, NY",0.7842
24033800215,"Laurel, MD",0.7836
51700030900,"Briarfield, Newport News, VA",0.783
29510116302,"Tower Grove South, St. Louis, MO",0.7818
12011110338,"Pembroke Pines, FL",0.7808
48141000110,"Northeast El Paso, El Paso, TX",0.7802
6037920037,"Los Angeles County, CA",0.7797
51730811200,"Petersburg, VA",0.7758
6037195903,"Silver Lake, Los Angeles, CA",0.7757
36055000200,"Edgerton, Rochester, NY",0.7748
48029152100,"San Antonio, TX",0.7706
22033004204,"Baker, LA",0.7706
24031700830,"Germantown, MD",0.7698
6095251200,"Vallejo, CA",0.7694
53033010402,"Greater Duwamish, Seattle, WA",0.7685
6019003400,"McLane, Fresno, CA",0.7662
6019003201,"McLane, Fresno, CA",0.7653
6071006301,"Perris Hills, San Bernardino, CA",0.762
34039034300,"Roselle, NJ",0.7585
17031814600,"Berwyn, IL",0.7564
42071001400,"Lancaster, PA",0.7552
20173000300,"Wichita, KS",0.7481
48439105006,"High Crest Addition, Fort Worth, TX",0.7471
6065040904,"La Sierra Hills, Riverside, CA",0.7469
6085504803,"Morse Park, Sunnyvale, CA",0.7434
6071004510,"San Bernardino, CA",0.7418
36005038900,"Bronx County, NY",0.7401
18097360302,"Indianapolis, IN",0.7384
35001003201,"Sandia Plaza, Albuquerque, NM",0.735
24003740305,"Odenton, MD",0.7339
6085503312,"Alum Rock, San Jose, CA",0.7275
36047030500,"Kings County, NY",0.7225
6073013301,"Chula Vista, CA",0.7208
9001043700,"Norwalk, CT",0.7195
8001008309,"Norfolk Glen, Aurora, CO",0.7191
36047058600,"Kings County, NY",0.7177
37081012704,"O Henry Oaks, Greensboro, NC",0.7166
40143001200,"Crutchfield, Tulsa, OK",0.7089
6037609900,"San Pedro, Los Angeles, CA",0.7026
1089001302,"Huntsville, AL",0.7023
48037010500,"Texarkana, TX",0.702
51059415401,"Alexandria, VA",0.6972
37067003701,"Winston-Salem, NC",0.6921
6095250300,"Vallejo, CA",0.6893
48473680200,"Pattison, TX",0.6889
12011060114,"Lauderhill, FL",0.6872
12086010606,"Cutler Bay, FL",0.6846
13067030905,"Marietta, GA",0.6824
6065045213,"Indio, CA",0.6796
6067002200,"Southwestern Sacramento, Sacramento, CA",0.6763
48355002602,"Bay Area, Corpus Christi, TX",0.6704
6067005301,"Central Sacramento, Sacramento, CA",0.6687
12099005202,"Lake Worth, FL",0.6679
6071000117,"Chino Hills, CA",0.667
12097041500,"Kissimmee, FL",0.6666
17197880507,"Romeoville, IL",0.6646
48469000502,"Victoria, TX",0.6644
48177000400,"Gonzales, TX",0.6637
37101040302,"Selma, NC",0.6623
47065001400,"Highland Park, Chattanooga, TN",0.6583
12071040312,"Eisenhower, Lehigh Acres, FL",0.6563
12009060700,"Titusville, FL",0.6513
12086004605,"Key Biscayne, FL",0.6508
17031842000,"Bronzeville, Chicago, IL",0.6498
48201253100,"Baytown, TX",0.649
5035030600,"Proctor, AR",0.6476
8005081200,"Sable Ridge, Aurora, CO",0.6448
22071012300,"Broadmoor, New Orleans, LA",0.6432
48039661900,"Rosharon, TX",0.6425
13247060202,"Conyers, GA",0.6422
28119950300,"Lambert, MS",0.6403
48139060400,"Waxahachie, TX",0.6399
47157020621,"Memphis, TN",0.6385
11001004801,"Northwest Washington, Washington, DC",0.6379
32003002970,"Las Vegas, NV",0.6372
15007040205,"Kapaa, HI",0.6367
17161023500,"Longview, Rock Island, IL",0.6349
17031823500,"Blue Island, IL",0.6328
1107050300,"Carrollton, AL",0.6307
41045970400,"Ontario, OR",0.6216
34011020400,"Bridgeton, NJ",0.6155
12011060212,"Sunrise, FL",0.6138
6019002200,"Tower District, Fresno, CA",0.6124
32003003102,"Pittman, Las Vegas, NV",0.6118
17031803611,"Palatine, IL",0.6098
6099000510,"Salida, CA",0.6073
6013302008,"Oakley, CA",0.6033
51685920100,"Manassas Park, VA",0.6002
6073020309,"Country Club, Escondido, CA",0.5992
6037270100,"Palms, Los Angeles, CA",0.5986
39049009386,"Eastshire, Reynoldsburg, OH",0.5984
13135050218,"Duluth, GA",0.5982
32003002984,"Las Vegas, NV",0.5939
4019004504,"Flowing Wells, Tucson, AZ",0.5932
36119008800,"White Plains, NY",0.5911
25025160601,"Chelsea, MA",0.5813
6025010300,"Brawley, CA",0.5788
6039000700,"Madera, CA",0.5787
26021021300,"Oronoko charter Township, Berrien Springs, MI",0.5773
48355006300,"Odem, TX",0.5771
25021420301,"Randolph, MA",0.5769
4013116704,"South Mountain Village, Phoenix, AZ",0.5761
48061012301,"Port Isabel, TX",0.5702
24031700810,"Gaithersburg, MD",0.57
32003003631,"North Las Vegas, NV",0.569
19127950500,"Marshalltown, IA",0.5681
35061971300,"Los Lunas, NM",0.5672
49035113308,"West Valley City, UT",0.5639
1101005302,"Montgomery, AL",0.5627
48029181818,"Northwest Side, San Antonio, TX",0.5607
12057000401,"Tampa, FL",0.5594
6085504201,"Alum Rock, San Jose, CA",0.5585
34017018100,"Weehawken, NJ",0.554
48453001851,"Willow Run, Austin, TX",0.5505
12057011014,"New Tampa, Tampa, FL",0.55
35017964800,"Silver City, NM",0.5499
26161414000,"Burns Park, Ypsilanti, MI",0.5474
48453001826,"North Austin, Austin, TX",0.5461
6081608600,"Belmont, CA",0.5446
6037311100,"Burbank, CA",0.543
32003002504,"Las Vegas, NV",0.5418
48029181720,"Far West Side, San Antonio, TX",0.5412
47037018904,"Nashville, TN",0.5403
6075010100,"North Beach, San Francisco, CA",0.5392
6059001101,"Los Nietos, La Habra, CA",0.5317
22017024106,"Jenkins Subdiv., Pinecroft Subdiv., Shreveport, LA",0.5314
17031151100,"Portage Park, Chicago, IL",0.5313
51590000100,"Danville, VA",0.5306
12011060605,"Plantation, FL",0.5285
17089853006,"Aurora, IL",0.527
36047069601,"Kings County, NY",0.5225
48201531500,"Northside, Houston, TX",0.5222
6085512402,"San Martin, CA",0.5183
47037010702,"Madison, Nashville, TN",0.5181
28011950500,"Cleveland, MS",0.5158
6065042728,"Romoland, Menifee, CA",0.5154
40109108314,"Northwest Oklahoma City, Oklahoma City, OK",0.515
39035101200,"Detroit - Shoreway, Cleveland, OH",0.5113
39061003200,"Corryville, Cincinnati, OH",0.5111
6059075303,"Floral Park, Santa Ana, CA",0.5103
17031828505,"Lansing, IL",0.5098
48029121120,"Stoneridge, San Antonio, TX",0.5089
1017954500,"Lanett, AL",0.5076
36081018102,"Queens County, NY",0.5046
47125101002,"Clarksville, TN",0.504
48355002704,"Bay Area, Corpus Christi, TX",0.5032
51760070300,"Oxford, Richmond, VA",0.5015
24005492500,"Baltimore, MD",0.4946
28079040400,"Walnut Grove, MS",0.4929
36005028500,"Bronx County, NY",0.4923
12031015922,"Royal Lakes, Jacksonville, FL",0.4895
48303010402,"Lubbock, TX",0.4891
6067007406,"Larchmont Village, North Highlands, CA",0.4864
51840000100,"Winchester, VA",0.4852
8059010406,"Arvada, CO",0.4835
1055000200,"Gadsden, AL",0.4825
22107000100,"Newellton, LA",0.4825
1073010803,"Irondale, AL",0.4822
34005701105,"Burlington, NJ",0.4817
22015010602,"Bossier City, LA",0.4799
25025100800,"Dorchester, Boston, MA",0.4778
17043846308,"Woodridge, IL",0.4753
6073019601,"Vista, CA",0.4745
12071050400,"Bonita Springs, FL",0.4736
6059099250,"Fountain Valley, CA",0.4709
12071040210,"Richmond, Lehigh Acres, FL",0.4691
12086000126,"Sunny Isles Beach, FL",0.4688
18097321100,"Highland-Kessler, Indianapolis, IN",0.4683
39153509000,"Middlebury, Akron, OH",0.4678
48341950100,"Sunray, TX",0.4675
6059052423,"Lake Forest, CA",0.4667
6059052410,"Lake Forest, CA",0.4659
12011070305,"Davie, FL",0.4612
6019004409,"Fresno, CA",0.4584
39095005100,"East Toledo, Toledo, OH",0.4542
48309002498,"Brookview, Waco, TX",0.4538
48029191303,"Uptown, San Antonio, TX",0.4536
36119005902,"New Rochelle, NY",0.4528
17113001500,"Bloomington, IL",0.4524
34013019200,"South Orange, NJ",0.451
8005004952,"Glendale, CO",0.4498
6097150304,"Sonoma, CA",0.448
36119002403,"Southeast Yonkers, Yonkers, NY",0.4478
48497150500,"Bridgeport, TX",0.4467
12099005812,"Boynton Beach, FL",0.4427
5057480200,"Fulton, AR",0.4424
6059110114,"Cypress, CA",0.441
6111008002,"Simi Valley, CA",0.4392
41051003402,"North Portland, Portland, OR",0.4379
39061006100,"Carthage, Cincinnati, OH",0.4332
26065000600,"Downtown, Lansing, MI",0.4324
8067940300,"Ignacio, CO",0.4316
45059920502,"Laurens, SC",0.4314
6047000401,"Stevinson, CA",0.4297
48355002900,"N.A.S., Corpus Christi, TX",0.4273
53033025701,"Renton, WA",0.4269
12099005816,"Boynton Beach, FL",0.4258
36061003602,"Bowery, New York, NY",0.4234
42129805400,"Monessen, PA",0.4224
20055960403,"Garden City, KS",0.4208
13185010604,"Valdosta, GA",0.4173
22009030900,"Simmesport, LA",0.4169
34023001100,"Highland Park, NJ",0.4159
5033020501,"Van Buren, AR",0.4158
24037875901,"Lexington Park, MD",0.4132
5011950200,"Warren, AR",0.4124
31055000500,"Carter Lake, NE",0.4119
22041950600,"Wisner, LA",0.4118
8123001201,"Greeley, CO",0.4087
13121009102,"Buckhead, Atlanta, GA",0.4063
25027709400,"Leominster, MA",0.4053
37081010800,"Downtown, Greensboro, NC",0.4047
37147001900,"Fountain, NC",0.4043
40109106906,"Central Oklahoma City, Oklahoma City, OK",0.404
51049930200,"Farmville, VA",0.4033
51710006502,"East Ocean View, Norfolk, VA",0.4033
21093000902,"Radcliff, KY",0.4028
37051001800,"Douglas Byrd, Fayetteville, NC",0.4023
6073017034,"Rancho Peñasquitos, San Diego, CA",0.4005
6075015200,"Lower Pacific Heights, San Francisco, CA",0.3993
36119013500,"Ossining, NY",0.3972
41047001601,"Northgate, Salem, OR",0.3968
37049960300,"Cove City, NC",0.3965
13089021216,"Dunwoody, GA",0.3956
6085502702,"Cambrian, San Jose, CA",0.3944
12057011408,"Tampa, FL",0.3942
13009970200,"Milledgeville, GA",0.3933
45063021113,"Irmo, SC",0.3923
13223120603,"Hiram, GA",0.3918
12111381804,"Port St. Lucie, FL",0.3913
22051020512,"Kenner, LA",0.3912
37035010402,"Hickory, NC",0.3909
34023007911,"Matawan, NJ",0.3888
6065042729,"Menifee, CA",0.3887
12009065121,"Port Malabar Country Club, Palm Bay, FL",0.3882
36121970200,"Attica, NY",0.3874
6037295103,"Harbor, Los Angeles, CA",0.3871
40107080700,"Paden, OK",0.3868
51810044805,"Northeast Virginia Beach, Virginia Beach, VA",0.3851
1015001201,"Oxford, AL",0.3843
6083002928,"Goleta, CA",0.3835
22071013400,"Central Business District, New Orleans, LA",0.3805
6001451401,"Livermore, CA",0.3802
13137000602,"Cornelia, GA",0.3787
53021020606,"Pasco, WA",0.3782
34027041705,"Parsippany, Parsippany-Troy Hills, NJ",0.3759
13135050547,"Lawrenceville, GA",0.3751
53061041901,"Everett, WA",0.3732
34005701102,"Burlington, NJ",0.3715
12127083206,"Daytona Beach, FL",0.3713
29510124300,"Benton Park, St. Louis, MO",0.3698
12095016728,"Orlando, FL",0.3689
6067008139,"Citrus Heights, CA",0.3685
26125197600,"Troy, MI",0.3683
22095070700,"Reserve, LA",0.3673
13185010102,"Valdosta, GA",0.3641
32003003308,"Las Vegas, NV",0.3624
47037013300,"Urbandale Nations, Nashville, TN",0.3611
48113019031,"Garland, TX",0.36
6037920045,"Santa Clarita, CA",0.36
48439110600,"Westworth Village, TX",0.3584
32003002962,"Las Vegas, NV",0.3582
6097152904,"Santa Rosa, CA",0.3576
6061022800,"Stanford, Roseville, CA",0.3569
8001009327,"Northglenn, CO",0.354
42049000600,"Erie, PA",0.3539
48085031708,"Far North Dallas, Dallas, TX",0.3538
53033007300,"South Lake Union, Seattle, WA",0.35
25009252300,"Methuen, MA",0.35
48439121611,"West Arlington, Arlington, TX",0.3493
6115040901,"Beale Air Force Base, CA",0.3485
6095252102,"Benicia, CA",0.3477
48121020401,"Denton, TX",0.347
48225950200,"Crockett, TX",0.3439
21093980100,"Fort Knox, KY",0.3439
26163565000,"Canton, MI",0.3434
24021751202,"Whittier, Frederick, MD",0.3433
8085966202,"Olathe, CO",0.3423
1107050100,"Reform, AL",0.3386
4013810500,"Chandler, AZ",0.338
13071970100,"Norman Park, GA",0.3376
24510272003,"Baltimore, MD",0.3347
42091201302,"Ambler, PA",0.3346
39093023500,"Lorain, OH",0.3336
48041000101,"East Brazos Industrial Park Ph 1, Bryan, TX",0.3335
48183980000,"Longview, TX",0.3333
34015501101,"Westville, NJ",0.3332
12009069902,"Indianola Estates, Merritt Island, FL",0.3327
12117020705,"Longwood, FL",0.3319
47065012400,"Martin Luther King, Chattanooga, TN",0.3319
6017030302,"Al Tahoe, South Lake Tahoe, CA",0.3307
39049007396,"Willow Brook Crossing, Blacklick, OH",0.3302
36047069602,"Kings County, NY",0.3298
12057010213,"Greater Thonotosassa, Thonotosassa, FL",0.3296
48167725700,"Galveston, TX",0.3293
6073009505,"Tierrasanta, San Diego, CA",0.3292
48041002015,"College Station, TX",0.329
26081001200,"Highland Park, Grand Rapids, MI",0.3269
48201420400,"Southwest Houston, Houston, TX",0.3266
48039663400,"Lake Jackson, TX",0.3262
28017950200,"New Houlka, MS",0.3261
6085511701,"Los Altos Hills, CA",0.3241
6065043316,"Hemet, CA",0.3232
51840000302,"Winchester, VA",0.3223
27109000500,"Kutzky Park, Rochester, MN",0.322
20091053502,"Havencroft, Olathe, KS",0.3213
13153020600,"Robins Air Force Base, GA",0.3207
22097961700,"Opelousas, LA",0.3196
36059300900,"Manhasset, NY",0.3195
45003021900,"Windsor, SC",0.3194
49035112904,"West Jordan, UT",0.3179
8001008534,"Grange Creek, Thornton, CO",0.3159
36019100400,"Ellenburg Depot, NY",0.3154
6041104101,"Novato, CA",0.3151
13135050726,"Loganville, GA",0.3146
26163591501,"Brownstown Charter Township, MI",0.3143
47065011311,"Ooltewah, TN",0.3141
53011040809,"Northeast Hazel Dell, Vancouver, WA",0.3128
55105001500,"Beloit, WI",0.3108
51109950201,"Louisa, VA",0.3104
41051003803,"North Portland, Portland, OR",0.3084
28071950201,"Oxford, MS",0.3083
45015020721,"Goose Creek, SC",0.3072
12031014333,"Arlington, Jacksonville, FL",0.3061
35025000701,"Hobbs, NM",0.3042
37191000401,"Goldsboro, NC",0.304
42079201200,"Wilkes-Barre, PA",0.3026
53005011002,"Kennewick, WA",0.3019
31055004300,"Southeast Omaha, Omaha, NE",0.3006
6097152202,"Santa Rosa, CA",0.2994
48201430100,"Memorial, Houston, TX",0.299
6083000700,"Santa Barbara, CA",0.2973
42101033600,"Northeast Philadelphia, Philadelphia, PA",0.2957
13051011500,"Coffee Bluff, Savannah, GA",0.2942
26145002100,"Saginaw, MI",0.2939
45037970201,"Edgefield, SC",0.2936
22071007800,"Lower Garden District, New Orleans, LA",0.2931
21227011002,"Bowling Green, KY",0.2929
6059075603,"Tustin, CA",0.2929
48491020403,"Anderson Mill, Austin, TX",0.2923
31153010306,"Bellevue, NE",0.2923
6073016702,"Lakeside, CA",0.2916
39035101102,"Edgewater, Cleveland, OH",0.2914
36103159408,"Shirley, NY",0.291
51710006601,"Bel Aire/South Bay View, Norfolk, VA",0.2891
36071013201,"Washingtonville, NY",0.2884
36047047800,"Kings County, NY",0.2859
6113010508,"Stonegate, Davis, CA",0.2854
6037134424,"Canoga Park, Los Angeles, CA",0.2854
6013321102,"Pleasant Hill, CA",0.2852
45065920100,"McCormick, SC",0.2848
12103024410,"Saint Petersburg, FL",0.2844
51041100505,"Chester, VA",0.2835
37193960600,"North Wilkesboro, NC",0.2834
6083002914,"Goleta, CA",0.2833
6097150701,"Petaluma, CA",0.2831
12103024701,"Pinellas Park, FL",0.2823
37047930800,"Whiteville, NC",0.282
20177002800,"Topeka, KS",0.2813
10003016804,"Townsend, DE",0.2808
6067008120,"Tempo, Citrus Heights, CA",0.2803
6073017603,"Encinitas, CA",0.2791
19163012501,"Davenport, IA",0.2784
17043841114,"Bloomingdale, IL",0.2774
18127050508,"Portage, IN",0.2762
26099218000,"New Haven, MI",0.276
18089041100,"Gary, IN",0.2756
53061052004,"Mill Creek, WA",0.2743
36061008700,"Midtown, New York, NY",0.2739
41051001701,"Montavilla, Portland, OR",0.2707
25017351300,"Prospect Hill, Somerville, MA",0.2703
34007603400,"Barclay-Kingston, Cherry Hill, NJ",0.2699
8041004800,"Colorado Springs, CO",0.2691
6083001208,"East Mesa, Santa Barbara, CA",0.2671
36103159512,"Mastic Beach, NY",0.266
29189214800,"Saint Ann, MO",0.2633
36103158319,"Coram, NY",0.2626
26125157100,"West Bloomfield Township, MI",0.2623
37133002500,"Hubert, NC",0.2623
6059063201,"East Side Costa Mesa, Costa Mesa, CA",0.262
6001451602,"Livermore, CA",0.2612
